p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.379989347277395e-58,0.5509741150588291,0.331,0.169,1.451574925788914e-53,8,Rabep1
5.461219242250711e-58,0.5634550630223721,0.347,0.183,1.4734915637516644e-53,8,Mtres1
6.3199259849125706e-58,0.9793999893909217,0.392,0.219,1.7051792299892607e-53,8,Sod1
8.923598007676336e-58,0.5049768902273364,0.182,0.07,2.4076759784511523e-53,8,Dpp6
9.8256170800305e-58,0.6786663528697314,0.455,0.272,2.651049744363029e-53,8,Nsd1
1.0284838803975947e-57,0.3591832584368605,0.203,0.082,2.77495235770075e-53,8,Syt5
1.0623007256753753e-57,0.5446364195720518,0.225,0.097,2.86619358794473e-53,8,Ralb
1.5725619276233964e-57,0.5515271030406471,0.289,0.14,4.242929336920686e-53,8,Aff4
1.700961022716557e-57,0.6215653391873753,0.321,0.163,4.589362935391543e-53,8,Bag5
1.882746839454067e-57,0.602235544334002,0.478,0.291,5.079839247531019e-53,8,Tomm5
1.9786884715595347e-57,0.5436969591660695,0.364,0.197,5.338699365114781e-53,8,Fbl
1.9980102370876807e-57,2.1099539228324673,0.594,0.406,5.390831420686272e-53,8,Bzw2
2.0447398963241277e-57,0.28910705681769394,0.144,0.049,5.516912714272129e-53,8,Rap2a
2.2869222527850427e-57,0.43858761011298397,0.282,0.134,6.170344930239324e-53,8,Abcf2
2.9761546905535746e-57,0.5806052846874513,0.422,0.243,8.029962970582599e-53,8,Marchf5
3.656525092652358e-57,0.27507736415528217,0.158,0.056,9.865670352485328e-53,8,Agbl3
3.917228526873224e-57,0.6318702872058382,0.273,0.129,1.0569074288356645e-52,8,Farsb
4.055817297926024e-57,0.5963041514483771,0.459,0.274,1.0943000651534204e-52,8,Rbm17
4.4712613086329606e-57,0.6427685318209143,0.391,0.217,1.2063910136822592e-52,8,Cibar1
4.473331949533174e-57,0.6022382265684482,0.402,0.229,1.2069496933035457e-52,8,Eif3m
5.406155890255874e-57,0.40645894577989605,0.275,0.13,1.4586349207499373e-52,8,Ecsit
5.789634774630747e-57,0.5153883895708787,0.324,0.165,1.5621013585431219e-52,8,Rtl8b
6.628290330986375e-57,0.4829685428603705,0.571,0.381,1.7883790142034337e-52,8,Smc3
7.255213067243818e-57,0.5030903044975451,0.239,0.107,1.9575290376730543e-52,8,Ccdc32
7.292867737276783e-57,0.48277301160118913,0.365,0.198,1.967688644194649e-52,8,Ube2a
8.03167315288711e-57,0.26339778092381616,0.602,0.403,2.167025733380471e-52,8,Mtdh
1.1967525210376303e-56,0.5890310850757321,0.559,0.365,3.2289579770116305e-52,8,Txnl1
1.440721465904102e-56,0.29917790553736373,0.18,0.069,3.8872105871558574e-52,8,Rnps1-ps
1.6712595639962279e-56,0.9209880176538265,0.57,0.384,4.509225429618222e-52,8,Macf1
1.7395844648039715e-56,0.8305594819922764,0.471,0.292,4.6935728444875956e-52,8,Huwe1
1.781007377034061e-56,0.5083400909100018,0.39,0.218,4.8053360039756e-52,8,Rps19bp1
2.1820173021640727e-56,0.5984141121072192,0.325,0.168,5.8873008829688846e-52,8,Pdha1
2.2452248829709586e-56,0.7225967359034093,0.497,0.314,6.0578412567439434e-52,8,Rpl27
2.65373644161552e-56,0.5542917187405773,0.458,0.277,7.160046293122835e-52,8,Slirp
2.9053737624878714e-56,0.5675768868875437,0.471,0.287,7.838988948568526e-52,8,Abcf1
3.792934345623023e-56,0.7653562255460922,0.498,0.315,1.0233716157925478e-51,8,Actr10
5.2005101686844355e-56,0.560280593597281,0.432,0.257,1.4031496486127475e-51,8,Myl12b
6.380341473177239e-56,0.4009275156846615,0.206,0.086,1.7214799328779508e-51,8,Ano6
6.961649647506974e-56,0.3103879371122539,0.26,0.12,1.8783226913938566e-51,8,Bmerb1
6.964958739074228e-56,0.6807673334566655,0.448,0.265,1.8792155173896175e-51,8,Rhot1
7.638607376294747e-56,0.6612520217934093,0.415,0.239,2.0609726561980858e-51,8,Uqcrc2
1.2487867604705344e-55,0.4016732660333282,0.185,0.073,3.369351558425549e-51,8,Gm42989
1.2890675722930212e-55,0.27416250520403046,0.165,0.061,3.4780332168038e-51,8,Mettl22
1.696969038433672e-55,0.4094743675320675,0.287,0.14,4.5785921625978906e-51,8,Rars
1.89649923113714e-55,0.27248471807105046,0.135,0.045,5.116944575531118e-51,8,Pot1b
2.00657842824991e-55,0.48092149634730896,0.319,0.164,5.413949257261082e-51,8,Gripap1
2.194782147311134e-55,0.5474150957941929,0.314,0.161,5.921741711660171e-51,8,Zfp148
2.6978506885854487e-55,0.9566666889207833,0.621,0.433,7.279070942872399e-51,8,Fis1
2.7738906897568834e-55,0.4396088036212797,0.278,0.134,7.484234470033047e-51,8,Gtf2f1
2.894978234286174e-55,0.36222350358348215,0.236,0.106,7.810940773927526e-51,8,Hspbp1
3.764684695484272e-55,0.26368238631899077,0.672,0.486,1.0157495776886115e-50,8,Prkar1a
5.370139248092702e-55,0.8301297821740423,0.722,0.546,1.4489172705278919e-50,8,Snrnp70
6.342678067196081e-55,0.8618016481702702,0.577,0.4,1.7113179693101746e-50,8,Ddx24
7.673959218693023e-55,0.600313368802493,0.394,0.224,2.0705109367955646e-50,8,Copb2
7.807386951870657e-55,0.4133250320790717,0.192,0.078,2.1065110734842219e-50,8,A230103L15Rik
8.021145101804276e-55,0.4209682792939024,0.229,0.102,2.164185159917812e-50,8,B9d2
8.028846003979019e-55,0.4489085365925987,0.251,0.116,2.166262940333579e-50,8,Cadps
8.245456045976879e-55,0.5214734535119786,0.352,0.189,2.2247064957650217e-50,8,Fdft1
1.2149231835213407e-54,0.5834273758916787,0.356,0.193,3.2779842414589293e-50,8,Tcp1
1.386539097274915e-54,0.35906207536170043,0.187,0.075,3.741021138357448e-50,8,Smim18
1.460709142835586e-54,0.38943383176285395,0.19,0.076,3.941139338284695e-50,8,Zswim6
1.4862948294380724e-54,0.28032097489832253,0.176,0.068,4.010172079306863e-50,8,Rnf208
1.5499680641614245e-54,0.6126349095500963,0.43,0.249,4.1819688339139397e-50,8,Armc1
1.7662194538918723e-54,0.36305608543755696,0.205,0.086,4.76543670854566e-50,8,Polr3d
2.5852765517419643e-54,0.4930574452108861,0.375,0.207,6.975334664254994e-50,8,Nfu1
2.6310483141132994e-54,1.1804347813018665,0.377,0.21,7.098831456309093e-50,8,Cetn2
3.19972393607497e-54,0.9595394218824198,0.393,0.227,8.633175151923877e-50,8,Tulp4
3.4599068452536136e-54,0.501881597511215,0.494,0.309,9.335174659178774e-50,8,Arl1
3.572173790751878e-54,0.37138488676527903,0.199,0.082,9.638082104827642e-50,8,Zdhhc17
3.7264888854822595e-54,0.5123532916968395,0.349,0.187,1.0054439661919685e-49,8,Asph
3.769876547666407e-54,0.40793436723608567,0.368,0.201,1.0171503913258732e-49,8,Evl
5.866150732208532e-54,0.5966855454957634,0.573,0.382,1.5827461290571838e-49,8,Polr2m
6.850584444987787e-54,0.6663104329621389,0.418,0.247,1.8483561891021547e-49,8,Tspan5
7.416479744915219e-54,0.7841658785505426,0.333,0.177,2.0010403999755753e-49,8,Ddx46
8.697596173924252e-54,0.5234067934787421,0.594,0.403,2.3466984236865023e-49,8,Sar1b
1.054844805340867e-53,0.7150361350635445,0.262,0.126,2.8460767692901935e-49,8,Oxr1
1.3962779001222784e-53,0.6405641761452467,0.488,0.308,3.7672974023199196e-49,8,Dnajc19
1.4876982359627466e-53,0.5094983149650537,0.252,0.118,4.013958610451087e-49,8,Kpna1
1.6748909377232498e-53,0.5793796954133482,0.411,0.239,4.5190232390711004e-49,8,Actr1a
2.3332824974625515e-53,0.5748720103480666,0.359,0.199,6.2954295064037105e-49,8,Gars
2.8107398944218923e-53,0.5631927814130914,0.43,0.254,7.583657309139707e-49,8,Ciao2a
2.927058734049038e-53,0.4677663353777608,0.559,0.37,7.89749717033771e-49,8,0610012G03Rik
3.5635558675001782e-53,0.5623682465866424,0.362,0.2,9.614830086102231e-49,8,Srp72
3.826864424735168e-53,0.481617166750937,0.353,0.192,1.0325262904377957e-48,8,Prpf31
5.088286775102296e-53,0.6448042556887748,0.415,0.246,1.3728706547903505e-48,8,Mrpl21
5.309893390335739e-53,0.46254698854778853,0.25,0.117,1.4326623356464857e-48,8,Fam50a
5.685388746003421e-53,0.3973326571741418,0.486,0.305,1.533974737559183e-48,8,Ppp1r11
6.0951606058071825e-53,0.4565818273359199,0.256,0.121,1.644535283052836e-48,8,Dnal4
6.723700074972407e-53,0.2752603738197257,0.464,0.283,1.8141215172283052e-48,8,Eif2s1
7.914423631700381e-53,0.41283077523213296,0.408,0.24,2.1353906400690798e-48,8,Atp6v1b2
8.0394295001540365e-53,0.42147855780329924,0.315,0.163,2.1691184734365607e-48,8,2410002F23Rik
8.363381876132088e-53,0.4458242236514643,0.161,0.061,2.2565240639991985e-48,8,Gm42851
8.580660689673096e-53,0.5565309161355083,0.529,0.347,2.3151480606806982e-48,8,Ivns1abp
8.78275096325243e-53,0.3779264055501158,0.266,0.128,2.369674037395138e-48,8,Cdk5
9.970052949241753e-53,0.3273174255403688,0.485,0.301,2.6900199862349174e-48,8,Erh
1.4458497166091626e-52,0.4403209072976244,0.427,0.25,3.901047120383182e-48,8,Yaf2
1.5093476440258891e-52,0.3404441909075037,0.224,0.099,4.072370878346252e-48,8,Cep83
1.555757100915818e-52,0.4779257062920332,0.241,0.112,4.197588233980969e-48,8,Dhx36
1.7223986071258862e-52,0.29358842856793355,0.214,0.093,4.6472036818863535e-48,8,Gtf2f2
2.5477419245236624e-52,0.6343652265586552,0.345,0.185,6.874062486557293e-48,8,Gtf2a1
2.9208547473675873e-52,0.7353872480160517,0.48,0.31,7.880758193872487e-48,8,Pcm1
3.2927268630697097e-52,0.6058567898321898,0.469,0.29,8.884106349248384e-48,8,Ip6k2
4.131273287320991e-52,0.6239523336393846,0.402,0.236,1.1146588456520766e-47,8,Ufc1
4.363620599512244e-52,0.28918666398604986,0.199,0.084,1.1773484739543985e-47,8,Minpp1
7.24936965552417e-52,0.5960072427215225,0.438,0.268,1.9559524267569764e-47,8,Fbxw2
9.361217527190338e-52,0.46112367316620784,0.45,0.274,2.5257501010112255e-47,8,Cops8
9.425407007530413e-52,0.5585460410900827,0.458,0.285,2.5430690647017805e-47,8,Ppp2ca
1.2042384000500991e-51,0.5813267329053515,0.4,0.233,3.249155627175172e-47,8,Ddx50
1.4964834069977613e-51,0.6300818946429072,0.42,0.249,4.0376618804206595e-47,8,Znhit1
1.5001311648162867e-51,0.6236103360053422,0.358,0.199,4.047503895790823e-47,8,Ndufs1
1.55865217324699e-51,0.4721350320307698,0.315,0.166,4.205399428637704e-47,8,Taf1d
1.6110666937147765e-51,0.5995924739330281,0.507,0.326,4.3468190463118385e-47,8,Ppig
1.8548331080892293e-51,0.5668010946886093,0.278,0.138,5.004525208935549e-47,8,C130071C03Rik
1.9860458666766162e-51,0.33301898123253326,0.462,0.282,5.358550352880178e-47,8,Snrnp40
2.1546788222583825e-51,0.7555344895467033,0.451,0.279,5.813538930335342e-47,8,Lamtor3
2.5959419786928647e-51,0.39917889656710237,0.605,0.425,7.004111052711218e-47,8,Smarcb1
3.146639000964014e-51,0.6110306437688223,0.351,0.195,8.489946688501006e-47,8,Nbdy
3.2513829193557274e-51,0.4276924714829392,0.181,0.074,8.772556254713689e-47,8,Erbb4
3.8002861372423307e-51,1.523456484646739,0.419,0.245,1.0253552026893533e-46,8,Usp22
4.354187786002849e-51,1.0945104221168618,0.506,0.327,1.1748034065414286e-46,8,Fnbp1l
4.410876702512572e-51,0.3566346842526509,0.529,0.351,1.190098643104917e-46,8,Rpl28
4.672370501050457e-51,0.4027913172879277,0.218,0.097,1.2606522848884238e-46,8,Mettl1
4.9526532559182753e-51,0.5053220048807541,0.569,0.381,1.3362753749793098e-46,8,Mrpl28
4.988698196196213e-51,0.4544452513028637,0.249,0.118,1.3460006603157001e-46,8,Wdr74
5.070885357724971e-51,0.7708297444717207,0.449,0.278,1.3681755783677743e-46,8,Mrpl32
5.791348123396224e-51,0.3533769461605947,0.189,0.078,1.5625636371735353e-46,8,Zfp512b
6.735635452726976e-51,0.2632439445488725,0.153,0.057,1.817341801500265e-46,8,Srrm3
7.241718139929824e-51,0.4108263052556609,0.321,0.169,1.9538879713344658e-46,8,Prelid3b
7.985043460746414e-51,0.4194519395522753,0.257,0.123,2.15444457614399e-46,8,Rfng
8.573103262557887e-51,0.5472326463100087,0.311,0.165,2.3131089912707435e-46,8,Ndufaf3
9.594542906627852e-51,0.6482212730636085,0.453,0.281,2.5887036216372608e-46,8,Txn2
1.1368414881572401e-50,0.529545188323992,0.384,0.22,3.0673120191970496e-46,8,0610010F05Rik
1.1510630273516122e-50,0.37127502333084456,0.291,0.147,3.1056831540973847e-46,8,Afdn
1.1714577879041944e-50,0.6805037796065219,0.42,0.249,3.160710257544307e-46,8,Soga3
1.5428875239810411e-50,0.4845755353836346,0.339,0.185,4.162864828453247e-46,8,Rbm27
2.316193870361285e-50,1.4957994581789205,0.439,0.274,6.2493226816217836e-46,8,Mgst3
3.056936763102143e-50,0.6119124807188405,0.524,0.344,8.247921080525892e-46,8,Immp1l
3.1569027650166415e-50,0.34295404033594923,0.478,0.3,8.5176393502914e-46,8,Cdc123
3.662990573487192e-50,0.47511485418100974,0.464,0.289,9.883114866325792e-46,8,Chtop
4.580494299874399e-50,0.7756192372925805,0.743,0.583,1.2358631670491116e-45,8,Pnisr
5.321504345199804e-50,0.47850421163884016,0.417,0.25,1.435795087378359e-45,8,Cpsf6
6.075041629662959e-50,0.5067043329189074,0.399,0.234,1.639106982099363e-45,8,Eif4a3
6.651488610729694e-50,0.6031064046125649,0.349,0.194,1.794638142060979e-45,8,Stox2
7.334573486624677e-50,0.579334474344359,0.407,0.241,1.978941272426204e-45,8,Usp14
