p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
7.731284157451562e-139,0.4295447125833497,0.148,0.015,2.0859777785220058e-134,25,Prmt8
3.147402414454915e-138,0.46203492596981227,0.176,0.021,8.4920064544408065e-134,25,Csgalnact1
2.162605672489586e-137,0.4360190224517403,0.123,0.01,5.834926364944153e-133,25,Pgbd5
7.975120644047575e-137,0.4691425383907102,0.158,0.017,2.1517673009704762e-132,25,Ankrd9
9.652151730722896e-137,0.8144670934888147,0.234,0.036,2.6042470584663445e-132,25,Gm48855
9.725537914519368e-137,0.3903222886258385,0.139,0.013,2.6240473847164707e-132,25,Ell2
1.9770299248748247e-136,19.671496727869634,0.723,0.325,5.3342244403047644e-132,25,Apc
2.660741117560506e-136,18.66559916824903,0.925,0.726,7.178945609290002e-132,25,Uqcrb
3.555959801229381e-136,0.452075380275238,0.167,0.019,9.594335139696993e-132,25,Syngap1
1.430253792757813e-135,3.0193487394210425,0.559,0.185,3.858967758239855e-131,25,Kalrn
2.0558237331353628e-135,0.9415013129222326,0.237,0.037,5.546818014372523e-131,25,Slitrk4
3.83339530154563e-135,2.1520638791439506,0.697,0.286,1.0342883863100264e-130,25,Fkbp2
2.774758862770599e-134,0.8265457423237588,0.244,0.04,7.486576887641352e-130,25,Clip4
2.8677312560840024e-134,1.808673108589979,0.367,0.085,7.737425702040247e-130,25,Pnck
5.5726232250544245e-133,0.8509547305699147,0.252,0.042,1.5035494723519342e-128,25,Lrrtm4
1.0097737350552067e-132,0.7455163403177089,0.131,0.012,2.724470514552453e-128,25,Adamts5
1.561459228097777e-132,3.3576453973790863,0.796,0.412,4.212973143330612e-128,25,Ank2
1.7345998203347964e-132,1.0843657867068974,0.28,0.052,4.680123775245314e-128,25,Fam184a
2.0047726937476032e-132,0.9855122628711069,0.353,0.079,5.409077205000408e-128,25,A230103L15Rik
3.711903821775337e-132,6.219670886306313,0.877,0.571,1.0015087701532037e-127,25,Ndufa11
1.9428584475239233e-131,0.36980277974965886,0.148,0.016,5.242026377264297e-127,25,Fam131b
2.854823627849064e-131,0.4026050569915077,0.153,0.017,7.70259963029956e-127,25,C78859
5.483961596279545e-131,0.8233961510251562,0.265,0.047,1.479627678292184e-126,25,Slitrk5
6.119407087172244e-131,14.599010177186031,0.985,0.899,1.6510772261899434e-126,25,Cox4i1
1.804616177926064e-130,0.416333545236881,0.141,0.014,4.8690349096623135e-126,25,Sphkap
1.0175769481538156e-129,1.259486780793018,0.531,0.172,2.74552436381381e-125,25,Dlg4
1.3003781232345852e-129,1.0106639355364817,0.355,0.081,3.508550214299234e-125,25,1110008P14Rik
2.0674607757308828e-129,0.6415420892679349,0.219,0.033,5.578215918999494e-125,25,Cnih3
2.33586166809529e-129,4.378377878767628,0.905,0.612,6.302388366687902e-125,25,Mdh2
